"cruise","ship","ship_code","order_occupied","tow_type","net_type","tow_number","net_location","standard_haul_factor","volume_sampled","percent_sorted","sample_quality","latitude","longitude","line","station","time","scientific_name","common_name","itis_tsn","calcofi_species_code","egg_count","eggs_10m2","eggs_1000m3","statline"
195101,"CREST","CR",22,"Oblique","C1",1,"starboard",1.97,"744.9","1.0",0,30.431667,-124.07333,90,120,1951-01-16 16:36:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 120"
195101,"CREST","CR",23,"Oblique","C1",1,"starboard",2.01,"713.7","1.0",0,30.736666,-123.333336,90,110,1951-01-16 23:56:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 110"
195101,"CREST","CR",25,"Oblique","C1",1,"starboard",1.77,"790.7","1.0",0,31.351667,-121.72,90,90,1951-01-17 10:51:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 90"
195101,"CREST","CR",29,"Oblique","C1",1,"starboard",1.82,"757.0","0.5",0,32.641666,-119.48333,90,53,1951-01-18 08:30:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 53"
195101,"CREST","CR",37,"Oblique","C1",1,"starboard",1.59,"833.8","1.0",0,31.546667,-120.25,93.3,70,1951-01-20 23:21:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 70"
195101,"SCOFIELD","47",17,"Oblique","C1",1,"starboard",1.73,"773.6","1.0",0,33.791668,-121.816666,80,70,1951-01-25 16:06:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 70"
195101,"CREST","CR",38,"Oblique","C1",1,"starboard",1.97,"724.3","1.0",0,31.201666,-120.918335,93.3,80,1951-01-21 05:41:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 80"
195101,"SCOFIELD","47",18,"Oblique","C1",1,"starboard",1.53,"841.1","1.0",0,33.416668,-122.5,80,80,1951-01-25 22:27:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 80"
195101,"SCOFIELD","47",19,"Oblique","C1",1,"starboard",1.66,"799.8","1.0",0,33.15,-123.21667,80,90,1951-01-26 08:02:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 90"
195101,"CREST","CR",30,"Oblique","C1",1,"starboard",1.98,"714.0","1.0",0,32.946667,-118.933334,90,45,1951-01-18 13:21:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 45"
195101,"CREST","CR",39,"Oblique","C1",1,"starboard",1.88,"743.9","1.0",0,30.831667,-121.585,93.3,90,1951-01-21 11:11:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 90"
195101,"SCOFIELD","47",1,"Oblique","C1",1,"starboard",1.65,"892.6","1.0",0,33.833332,-118.625,86.7,35,1951-01-19 07:25:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 35"
195101,"CREST","CR",26,"Oblique","C1",1,"starboard",1.8,"773.7","1.0",0,31.666666,-120.916664,90,80,1951-01-17 16:26:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 80"
195101,"CREST","CR",31,"Oblique","C1",1,"starboard",2.05,"700.3","1.0",0,33.183334,-118.39,90,37,1951-01-18 17:51:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 37"
195101,"SCOFIELD","47",2,"Oblique","C1",1,"starboard",1.91,"768.7","1.0",0,33.666668,-118.975,86.7,40,1951-01-19 13:10:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 40"
195101,"SCOFIELD","47",3,"Oblique","C1",1,"starboard",2.08,"673.7","1.0",0,33,-120.35833,86.7,60,1951-01-20 03:17:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 60"
195101,"CREST","CR",32,"Oblique","C1",1,"starboard",1.98,"714.2","1.0",0,33.395,-117.878334,90,30,1951-01-19 19:01:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 30"
195101,"SCOFIELD","47",4,"Oblique","C1",1,"starboard",1.9,"721.8","1.0",0,32.616665,-121.03333,86.7,70,1951-01-20 12:44:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 70"
195101,"SCOFIELD","47",5,"Oblique","C1",1,"starboard",1.25,"956.6","1.0",0,32.366665,-121.75,86.7,80,1951-01-20 21:00:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 80"
195101,"CREST","CR",24,"Oblique","C1",1,"starboard",1.87,"753.2","1.0",0,31.05,-122.525,90,100,1951-01-17 05:21:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 100"
195101,"CREST","CR",27,"Oblique","C1",1,"starboard",1.93,"721.0","1.0",0,32.1,-120.708336,90,70,1951-01-17 20:36:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 70"
195101,"CREST","CR",33,"Oblique","C1",1,"starboard",1.84,"749.5","1.0",0,32.821667,-117.541664,93.3,30,1951-01-19 23:41:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 30"
195101,"SCOFIELD","47",6,"Oblique","C1",1,"starboard",1.92,"732.0","1.0",0,31.983334,-122.4,86.7,90,1951-01-21 03:32:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 90"
195101,"SCOFIELD","47",7,"Oblique","C1",1,"starboard",1.62,"799.5","1.0",0,32.575,-122.666664,83.3,90,1951-01-21 10:29:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 90"
195101,"CREST","CR",34,"Oblique","C1",1,"starboard",2.01,"709.1","0.5",0,32.498333,-118.195,93.3,40,1951-01-20 05:26:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 40"
195101,"SCOFIELD","47",8,"Oblique","C1",1,"starboard",1.45,"861.3","1.0",0,33,-122.333336,83.3,80,1951-01-21 17:39:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 80"
195101,"SCOFIELD","47",9,"Oblique","C1",1,"starboard",1.71,"868.1","1.0",0,33.233334,-121.45,83.3,70,1951-01-22 01:55:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 70"
195101,"CREST","CR",28,"Oblique","C1",1,"starboard",1.83,"749.5","1.0",0,32.391666,-119.89167,90,60,1951-01-18 04:11:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 60"
195101,"CREST","CR",35,"Oblique","C1",1,"starboard",1.84,"752.3","1.0",0,32.15333,-118.95167,93.3,50,1951-01-20 11:51:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 50"
195101,"SCOFIELD","47",10,"Oblique","C1",1,"starboard",1.71,"805.3","1.0",0,33.566666,-120.75,83.3,60,1951-01-22 08:30:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 60"
195101,"SCOFIELD","47",11,"Oblique","C1",1,"starboard",2.04,"703.7","1.0",0,34.316666,-120.8,80,55,1951-01-23 22:55:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 55"
195101,"CREST","CR",36,"Oblique","C1",1,"starboard",2.09,"714.2","1.0",0,31.831667,-119.675,93.3,60,1951-01-20 18:21:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 60"
195101,"SCOFIELD","47",12,"Oblique","C1",1,"starboard",1.84,"709.0","1.0",0,34.95,-121.333336,76.7,55,1951-01-24 06:47:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","76.7 55"
195101,"SCOFIELD","47",13,"Oblique","C1",1,"starboard",1.62,"792.1","1.0",0,34.15,-121.15,80,60,1951-01-24 09:16:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 60"
195102,"BLACK DOUGLAS","BD",48,"Oblique","C1",1,"starboard",1.79,"758.1","0.5",0,33.733334,-120.40833,83.3,55,1951-02-25 01:46:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 55"
195102,"BLACK DOUGLAS","BD",49,"Oblique","C1",1,"starboard",1.8,"796.6","0.25",0,34.316666,-120.8,80,55,1951-02-25 08:55:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 55"
195102,"BLACK DOUGLAS","BD",19,"Oblique","C1",1,"starboard",1.98,"780.8","1.0",0,30.833334,-121.583336,93.3,90,1951-02-16 00:35:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 90"
195102,"BLACK DOUGLAS","BD",20,"Oblique","C1",1,"starboard",1.9,"732.9","1.0",0,31.166666,-120.90833,93.3,80,1951-02-16 07:11:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 80"
195102,"BLACK DOUGLAS","BD",21,"Oblique","C1",1,"starboard",1.72,"766.0","1.0",0,31.483334,-120.23333,93.3,70,1951-02-16 13:25:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 70"
195102,"BLACK DOUGLAS","BD",22,"Oblique","C1",1,"starboard",1.77,"768.9","1.0",0,31.833334,-119.566666,93.3,60,1951-02-16 20:32:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 60"
195102,"BLACK DOUGLAS","BD",23,"Oblique","C1",1,"starboard",1.71,"809.3","1.0",0,32.166668,-118.89167,93.3,50,1951-02-17 02:35:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 50"
195102,"BLACK DOUGLAS","BD",24,"Oblique","C1",1,"starboard",1.75,"755.9","1.0",0,32.5,-118.208336,93.3,40,1951-02-17 09:17:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"15.0",26.25,"NaN","93.3 40"
195102,"BLACK DOUGLAS","BD",25,"Oblique","C1",1,"starboard",1.81,"792.4","1.0",0,32.833332,-117.525,93.3,30,1951-02-18 05:29:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 30"
195102,"BLACK DOUGLAS","BD",26,"Oblique","C1",1,"starboard",1.77,"772.7","1.0",0,33.408333,-117.916664,90,30,1951-02-18 12:45:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 30"
195102,"BLACK DOUGLAS","BD",27,"Oblique","C1",1,"starboard",1.76,"724.9","1.0",0,33.833332,-118.625,86.7,35,1951-02-18 19:16:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 35"
195102,"BLACK DOUGLAS","BD",28,"Oblique","C1",1,"starboard",1.94,"728.5","0.5",0,33.666668,-118.975,86.7,40,1951-02-18 23:11:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 40"
195102,"BLACK DOUGLAS","BD",29,"Oblique","C1",1,"starboard",1.83,"747.0","0.5",0,33.183334,-118.39167,90,37,1951-02-19 04:50:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 37"
195102,"BLACK DOUGLAS","BD",30,"Oblique","C1",1,"starboard",1.74,"749.5","1.0",0,32.908333,-118.933334,90,45,1951-02-19 10:22:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 45"
195102,"BLACK DOUGLAS","BD",31,"Oblique","C1",1,"starboard",1.67,"815.7","1.0",0,32.641666,-119.48333,90,53,1951-02-19 15:45:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 53"
195102,"BLACK DOUGLAS","BD",32,"Oblique","C1",1,"starboard",1.8,"777.3","1.0",0,32.416668,-119.958336,90,60,1951-02-19 20:46:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 60"
195102,"BLACK DOUGLAS","BD",33,"Oblique","C1",1,"starboard",1.72,"840.0","0.5",0,32.075,-120.65,90,70,1951-02-20 03:44:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 70"
195102,"BLACK DOUGLAS","BD",34,"Oblique","C1",1,"starboard",1.68,"787.9","1.0",0,31.75,-121.316666,90,80,1951-02-20 10:42:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 80"
195102,"BLACK DOUGLAS","BD",35,"Oblique","C1",1,"starboard",1.86,"749.7","1.0",0,31.416666,-121.98333,90,90,1951-02-20 16:46:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 90"
195102,"BLACK DOUGLAS","BD",36,"Oblique","C1",1,"starboard",1.75,"776.8","1.0",0,31.075,-122.666664,90,100,1951-02-20 22:56:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 100"
195102,"BLACK DOUGLAS","BD",37,"Oblique","C1",1,"starboard",1.72,"810.0","1.0",0,30.741667,-123.333336,90,110,1951-02-21 04:36:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 110"
195102,"BLACK DOUGLAS","BD",38,"Oblique","C1",1,"starboard",1.9,"742.7","1.0",0,30.408333,-124.00833,90,120,1951-02-21 11:22:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 120"
195102,"BLACK DOUGLAS","BD",42,"Oblique","C1",1,"starboard",1.83,"757.4","0.5",0,32.816666,-123.9,80,100,1951-02-23 08:16:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 100"
195102,"BLACK DOUGLAS","BD",43,"Oblique","C1",1,"starboard",1.8,"776.6","1.0",0,33.15,-123.21667,80,90,1951-02-23 15:26:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 90"
195102,"BLACK DOUGLAS","BD",44,"Oblique","C1",1,"starboard",1.76,"783.7","1.0",0,33.483334,-122.53333,80,80,1951-02-23 22:26:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 80"
195102,"BLACK DOUGLAS","BD",45,"Oblique","C1",1,"starboard",1.55,"875.4","1.0",0,33.816666,-121.85,80,70,1951-02-24 09:54:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 70"
195102,"BLACK DOUGLAS","BD",46,"Oblique","C1",1,"starboard",1.87,"749.2","1.0",0,34.15,-121.15,80,60,1951-02-24 15:00:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 60"
195102,"BLACK DOUGLAS","BD",47,"Oblique","C1",1,"starboard",1.64,"843.2","0.5",0,33.566666,-120.75,83.3,60,1951-02-24 21:05:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 60"
195103,"BLACK DOUGLAS","BD",16,"Oblique","C1",1,"starboard",1.6,"875.9","1.0",0,32.833332,-117.525,93.3,30,1951-03-14 01:56:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 30"
195103,"BLACK DOUGLAS","BD",17,"Oblique","C1",1,"starboard",1.8,"788.0","1.0",0,32.5,-118.208336,93.3,40,1951-03-14 08:26:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 40"
195103,"BLACK DOUGLAS","BD",18,"Oblique","C1",1,"starboard",1.78,"761.6","1.0",0,32.166668,-118.89167,93.3,50,1951-03-14 14:21:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 50"
195103,"BLACK DOUGLAS","BD",19,"Oblique","C1",1,"starboard",1.97,"689.2","1.0",0,31.833334,-119.566666,93.3,60,1951-03-14 20:32:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 60"
195103,"BLACK DOUGLAS","BD",20,"Oblique","C1",1,"starboard",2.01,"698.2","1.0",0,31.483334,-120.23333,93.3,70,1951-03-15 02:12:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 70"
195103,"BLACK DOUGLAS","BD",21,"Oblique","C1",1,"starboard",2.33,"599.1","0.5",0,31.166666,-120.90833,93.3,80,1951-03-15 09:06:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 80"
195103,"BLACK DOUGLAS","BD",22,"Oblique","C1",1,"starboard",1.91,"722.3","1.0",0,30.833334,-121.583336,93.3,90,1951-03-15 14:46:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","93.3 90"
195103,"BLACK DOUGLAS","BD",28,"Oblique","C1",1,"starboard",1.67,"844.5","1.0",0,33.408333,-117.916664,90,30,1951-03-18 05:35:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 30"
195103,"BLACK DOUGLAS","BD",29,"Oblique","C1",1,"starboard",1.59,"812.9","1.0",0,33.183334,-118.39167,90,37,1951-03-18 10:41:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 37"
195103,"BLACK DOUGLAS","BD",30,"Oblique","C1",1,"starboard",2.66,"614.2","1.0",0,32.908333,-118.933334,90,45,1951-03-18 16:26:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 45"
195103,"BLACK DOUGLAS","BD",31,"Oblique","C1",1,"starboard",1.78,"788.5","1.0",0,32.641666,-119.48333,90,53,1951-03-18 22:02:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 53"
195103,"BLACK DOUGLAS","BD",32,"Oblique","C1",1,"starboard",1.6,"749.5","1.0",0,32.416668,-119.958336,90,60,1951-03-19 02:19:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"13.0",20.8,"NaN","90 60"
195103,"BLACK DOUGLAS","BD",33,"Oblique","C1",1,"starboard",3.02,"469.5","1.0",0,32.075,-120.65,90,70,1951-03-19 10:06:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 70"
195103,"BLACK DOUGLAS","BD",34,"Oblique","C1",1,"starboard",2.05,"665.9","1.0",0,31.75,-121.316666,90,80,1951-03-19 17:06:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 80"
195103,"BLACK DOUGLAS","BD",35,"Oblique","C1",1,"starboard",2.07,"671.6","1.0",0,31.416666,-121.98333,90,90,1951-03-19 23:02:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 90"
195103,"BLACK DOUGLAS","BD",36,"Oblique","C1",1,"starboard",1.84,"780.8","1.0",0,31.075,-122.666664,90,100,1951-03-20 04:40:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 100"
195103,"BLACK DOUGLAS","BD",37,"Oblique","C1",1,"starboard",1.65,"849.5","1.0",0,30.741667,-123.333336,90,110,1951-03-20 10:51:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 110"
195103,"BLACK DOUGLAS","BD",38,"Oblique","C1",1,"starboard",1.9,"759.9","1.0",0,30.408333,-124.00833,90,120,1951-03-20 17:16:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 120"
195103,"BLACK DOUGLAS","BD",42,"Oblique","C1",1,"starboard",1.4,"919.2","0.5",0,32.816666,-123.9,80,100,1951-03-22 05:45:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 100"
195103,"BLACK DOUGLAS","BD",43,"Oblique","C1",1,"starboard",1.19,"969.2","0.5",0,33.25,-123.183334,80,90,1951-03-22 13:48:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 90"
195103,"BLACK DOUGLAS","BD",44,"Oblique","C1",1,"starboard",1.64,"815.6","1.0",0,33.65,-122.4,80,80,1951-03-22 20:27:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 80"
195103,"BLACK DOUGLAS","BD",45,"Oblique","C1",1,"starboard",2.05,"692.1","1.0",0,33.816666,-121.85,80,70,1951-03-23 02:36:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"1.0",2.05,"NaN","80 70"
195103,"BLACK DOUGLAS","BD",46,"Oblique","C1",1,"starboard",2.28,"634.7","0.5",0,34.15,-121.15,80,60,1951-03-23 10:36:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 60"
195103,"BLACK DOUGLAS","BD",47,"Oblique","C1",1,"starboard",2.18,"623.8","1.0",0,34.316666,-120.8,80,55,1951-03-23 14:52:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 55"
195104,"CREST","CR",39,"Oblique","C1",1,"starboard",1.37,"838.2","1.0",0,31.075,-122.666664,90,100,1951-04-16 04:47:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 100"
195104,"CREST","CR",40,"Oblique","C1",1,"starboard",1.32,"838.0","0.5",0,31.4,-121.98333,90,90,1951-04-16 10:00:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 90"
195104,"CREST","CR",41,"Oblique","C1",1,"starboard",1.16,"901.9","1.0",0,31.733334,-121.3,90,80,1951-04-16 15:27:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 80"
195104,"CREST","CR",42,"Oblique","C1",1,"starboard",1.37,"899.1","1.0",0,32.066666,-120.625,90,70,1951-04-16 21:05:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 70"
195104,"CREST","CR",43,"Oblique","C1",1,"starboard",1.39,"868.4","1.0",0,32.4,-119.93667,90,60,1951-04-17 02:00:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 60"
195104,"CREST","CR",44,"Oblique","C1",1,"starboard",1.23,"906.7","0.5",0,32.63,-119.458336,90,53,1951-04-17 07:00:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"2.0",4.92,"NaN","90 53"
195104,"CREST","CR",45,"Oblique","C1",1,"starboard",1.25,"888.3","0.5",0,32.891666,-118.90833,90,45,1951-04-17 12:54:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 45"
195104,"CREST","CR",46,"Oblique","C1",1,"starboard",1.21,"950.0","1.0",0,33.183334,-118.39167,90,37,1951-04-17 17:49:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"4.0",4.84,"NaN","90 37"
195104,"CREST","CR",47,"Oblique","C1",1,"starboard",1.46,"845.5","1.0",0,33.408333,-117.916664,90,30,1951-04-17 21:48:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","90 30"
195104,"BLACK DOUGLAS","BD",22,"Oblique","C1",1,"starboard",1.86,"747.9","0.5",0,34.908333,-121.21667,76.7,55,1951-04-09 22:00:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","76.7 55"
195104,"BLACK DOUGLAS","BD",23,"Oblique","C1",1,"starboard",1.8,"808.9","1.0",0,34.316666,-120.8,80,55,1951-04-10 03:40:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 55"
195104,"BLACK DOUGLAS","BD",24,"Oblique","C1",1,"starboard",1.69,"818.1","1.0",0,34.15,-121.15,80,60,1951-04-10 07:31:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 60"
195104,"BLACK DOUGLAS","BD",25,"Oblique","C1",1,"starboard",1.69,"837.5","1.0",0,33.816666,-121.85,80,70,1951-04-10 15:34:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 70"
195104,"BLACK DOUGLAS","BD",26,"Oblique","C1",1,"starboard",1.64,"845.8","1.0",0,33.483334,-122.53333,80,80,1951-04-10 22:46:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 80"
195104,"BLACK DOUGLAS","BD",27,"Oblique","C1",1,"starboard",1.96,"737.6","1.0",0,33.15,-123.21667,80,90,1951-04-11 05:00:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 90"
195104,"BLACK DOUGLAS","BD",28,"Oblique","C1",1,"starboard",1.63,"841.4","1.0",0,32.816666,-123.9,80,100,1951-04-11 11:05:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","80 100"
195104,"BLACK DOUGLAS","BD",32,"Oblique","C1",1,"starboard",1.59,"871.3","1.0",0,32.575,-122.8,83.3,90,1951-04-13 04:15:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 90"
195104,"BLACK DOUGLAS","BD",33,"Oblique","C1",1,"starboard",1.9,"757.7","1.0",0,32.908333,-122.125,83.3,80,1951-04-13 10:56:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 80"
195104,"BLACK DOUGLAS","BD",34,"Oblique","C1",1,"starboard",1.71,"810.3","1.0",0,33.241665,-121.433334,83.3,70,1951-04-13 19:15:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 70"
195104,"BLACK DOUGLAS","BD",35,"Oblique","C1",1,"starboard",1.48,"885.8","0.5",0,33.566666,-120.75,83.3,60,1951-04-14 07:22:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 60"
195104,"BLACK DOUGLAS","BD",36,"Oblique","C1",1,"starboard",1.57,"931.8","0.5",0,33.733334,-120.40833,83.3,55,1951-04-14 12:06:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","83.3 55"
195104,"BLACK DOUGLAS","BD",37,"Oblique","C1",1,"starboard",1.66,"826.6","0.5",0,33.833332,-118.625,86.7,35,1951-04-14 23:44:00,"Sardinops sagax","Pacific sardine (pilchard)                   ",161729,19,"0.0",0,"NaN","86.7 35"
